,articleBody,Body ID
0,"WASHINGTON: President Donald Trump has gained little leverage with Democrats two weeks into the partial government shutdown of his own making, with fewer possible escape routes and a more treacherous path ahead as the GOP relinquishes control of the House.

Trump turned to the bully pulpit on the first work day of the new year with a stream of tweets and an extended televised cabinet meeting to press his case for funding the construction of a wall along the US-Mexico border. Later, he and top congressional leaders met for what was billed as a briefing on border security issues in the Situation Room at the White House.

Democrats, who take over the majority in the House on Thursday, were unmoved.

The White House meeting quickly devolved into political posturing.

Representative Nancy Pelosi of California, who's poised to be elected House speaker on Thursday, said the chamber will vote on two measures to reopen government that mirror legislation that the Senate had already passed with Republican support only to be rejected by Trump. Senate Majority Leader Mitch McConnell, a Kentucky Republican, said the shutdown could last weeks.

Trump invited the lawmakers to return to the White House on Friday following Thursday's congressional leadership elections.

It's unclear whether the Democrats will accept his offer, although he sounded somewhat conciliatory in tweets on Wednesday evening: ""I remain ready and willing to work with Democrats to pass a bill that secures our borders, supports the agents and officers on the ground, and keeps America Safe. Let's get it done!"" Republicans sought to insinuate that Pelosi was struggling to shore up support within her ranks for her leadership bid.",26
0,"Full Screen 4/4 SLIDES

U.S. President Donald Trump's budget director and chief of staff on Sunday said the partial U.S. government shutdown could continue to January 3, when the new Congress convenes and Democrats take over the House of Representatives.

""It's very possible this shutdown will go beyond the 28th and into the new Congress,"" Mick Mulvaney said on Fox News Sunday.

""I don't think things are going to move very quickly here for the next few days"" because of the Christmas holiday, added Mulvaney, who serves as director of the Office of Management and Budget and was named acting White House chief of staff 10 days ago.

The U.S. Senate adjourned on Saturday unable to break an impasse over Trump's demand for more funds for a wall on the border with Mexico that Democrats are unwilling to accept.

Mulvaney said the White House made a ""counteroffer"" to Democrats on funding for border security that falls between the Democratic offer of $1.3 billion and Trump's demand for $5 billion.

As part of those talks on Saturday, Vice President Mike Pence offered to drop the demand for $5 billion for a border wall, substituting instead $2.1 billion, ABC News reported citing unnamed sources.

Mulvaney sought to shift blame for the partial shutdown to Nancy Pelosi, the Democratic nominee for speaker of the U.S. House of Representatives, saying she might hold up negotiations to ensure she secures the position.

Related slideshow: US Government shutdown (Provided by Photo Services)

Full Screen 49/49 SLIDES

""I think she's in that unfortunate position of being beholden to her left wing to where she cannot be seen as agreeing with the president on anything until after she is speaker,"" Mulvaney said. ""If that's the case, again, there's a chance we go into the next Congress.""

Financing for about a quarter of federal government programs - including the departments of Homeland Security, Justice and Agriculture - expired at midnight on Friday and will not be renewed until a deal is done.

Federal parks were to close and more than 400,000 federal ""essential"" employees in those agencies will work without pay until the dispute is resolved. Another 380,000 will be ""furloughed"", meaning they are put on temporary leave.

Law enforcement efforts, border patrols, mail delivery and airport operations will keep running.

Building a wall to keep migrants from entering the United States illegally was a central plank of Trump's presidential campaign, but Democrats are vehemently opposed and have rejected his funding request.

Trump reiterated his push for border security on Sunday, saying on Twitter that ""the only way"" to stop drugs, gangs, and human trafficking at the border was with a wall or barrier.

""Drones and all of the rest are wonderful and lots of fun, but it is only a good old fashioned Wall that works!,"" the president said in the tweet.

Earlier in the week, leaders in both the Senate and House of Representatives thought they had reached a deal that Trump would sign that contained less money for border security, only to watch the president, under pressure from conservatives, re-assert his demand for $5 billion at the last minute.

Senator David Perdue, a Republican from Georgia on the Senate Banking Committee, said on Fox News' ""Sunday Morning Futures"" that he thought a deal this week was possible.

""I spoke to the President last night, he wants that,"" Purdue said, adding ""I'm hopeful that cooler heads will prevail and we'll get to some number between $1.6 (billion) and $5 billion on that.""

(Reporting by Jan Wolfe and Lesley Wroughton; Editing by Mary Milliken and Daniel Wallis)",27
0,"© AP Photo/Jeff Chiu File picture of House Speaker-designate Nancy Pelosi House Speaker-designate Nancy Pelosi told President Donald Trump he will get ""nothing"" to fund his southern border wall, in comments suggesting there is little progress in ending a budget deadlock that has shut down the federal government for almost two weeks.

Pelosi, a Democratic representative from California, was asked on NBC's Today show if she would give Trump some of the $5 billion he is demanding to build the wall. ""No, nothing for the wall,"" Pelosi said. ""We're talking about border security. We can go through this back-and-forth. No. How many more times can we say no? No -- nothing for the wall.""

Before the shutdown began on December 22, Trump said during a testy meeting with Pelosi and Senate Minority Leader Chuck Schumer, the Democratic senator for New York, that he would take responsibility for any federal government stoppage. Trump said at the meeting he would be ""proud to shut down the government for border security.""

Since then, the president has sought to blame the Democrats for the shutdown because they will not agree to a budget that includes any of the $5 billion of funding Trump is demanding for his border wall, which he claims will stop undocumented migrants crossing into the U.S.

Related slideshow: Donald Trump's life in pictures (Provided by Photo Services)

Full Screen 26/26 SLIDES

Democrats will once again be the majority in the House of Representatives on Thursday when the new batch of Congresspeople are sworn in following the midterm elections in November. They plan to pass legislation to fund the federal departments currently shut down.

While they refuse to explicitly fund the wall, they have shown willingness to give an extra $1.6 billion to border security. However, Trump and the Republicans want more -- and specifically for the wall's construction, not just border security.

""We asked the president to support the bills that we support that will open up government,"" Schumer told reporters after a meeting at the White House on Wednesday, CBS News reported.

""We asked him to give us one good reason -- I asked him directly, I said 'Mr. President give me one good reason why you should continue your shutdown of the eight cabinet departments while we are debating our differences on homeland security.' He could not give a good answer,"" said Schumer.

Republicans control the Senate, which must also approve the budget. Though the House has flipped back to the Democrats, the Republicans increased their majority in the Senate after the midterms.

Senate Majority Leader Mitch McConnell called the House Democrats' budget plan a ""nonstarter"" and urged them to get ""serious"" if they want to end the current deadlock.

""It's exactly the kind of proposal you'd expect if the incoming House Democrats are choosing to stage a political sideshow rather than doing the hard work of helping govern the country. In other words a total nonstarter,"" McConnell told the Senate, The Hill reported.

President Trump tweeted that Congressional leaders had an ""important"" meeting on border security, though there was little sign of an end to the shutdown.

""Both parties must work together to pass a Funding Bill that protects this Nation and its people-this is the first and most important duty of government,"" Trump wrote on Twitter. ""I remain ready and willing to work with Democrats to pass a bill that secures our borders, supports the agents and officers on the ground, and keeps America Safe. Let's get it done!""

The president later added: ""Sadly, there can be no REAL Border Security without the Wall!""

He also said at a meeting with his cabinet that he is content for the shutdown to continue for ""as long as it takes"" because he believes ""the people of this country think I'm right.""",28
0,"WASHINGTON, Jan 4 (Reuters) - As a partial U.S. government

shutdown hit the two-week mark, President Donald Trump and

congressional leaders were scheduled on Friday to discuss ways to break an impasse pitting his demand for building a border wall against Democrats' call for alternative security measures.

About 800,000 federal workers have been affected by the Dec. 22 closure of about one-quarter of the federal government as Trump withheld his support for new funding until he secures $5 billion to start building the wall along the U.S.-Mexico border that he promised during his campaign.

Such a wall, he has argued, is needed to stem the flow of illegal immigrants and drugs over the southwestern border. When he ran for president in 2016, he vowed Mexico would pay for the wall, which it has refused to do.

On Thursday, Trump tried to keep the pressure on Democrats, even as they gained significant new power with their takeover of the House of Representatives at the start of a new Congress.

""Build the Wall,"" the Republican president demanded on Twitter. In remarks to reporters that same day, Trump said: ""You can call it a barrier. You can call it whatever you want. But essentially, we need protection in our country.""

As Trump dug in, so did opposition Democrats, leaving many to wonder just how much progress might be made during Friday's White House meeting scheduled for 11:30 a.m. (1630 GMT).

""We're not doing a wall,"" Democrat Nancy Pelosi said late on Thursday, several hours after she was sworn in as the new speaker of the House of Representatives.

""It has nothing to do with politics. It has to do with a wall is an immorality between countries. It's an old way of thinking. It isn't cost effective,"" Pelosi added.

Late on Thursday, the House passed two Democratic bills to immediately reopen government agencies for varying lengths of time, despite a White House veto threat. Earlier in the day, Senate Majority Leader Mitch McConnell, a Republican, labeled the House effort ""political theater, not productive lawmaking,"" even though the Senate last month approved identical legislation.

AGENCIES HOBBLED

Democratic Representative Lucille Roybal-Allard, speaking to reporters late on Thursday, argued that funding a border wall, which ultimately could cost more than $24 billion, would hamper other, more important national security protections.

She noted that more federal law enforcement agents were needed to intercept illegal opioids and other ""contraband"" moving through U.S. ports of entry. She added more money was needed for the Coast Guard to beef up the U.S. presence in the Arctic at a time when Russia and China increasingly were on the prowl for that region's natural resources.

Without a deal to end the partial government shutdown, the Department of Homeland Security will not be able to bring some furloughed workers back to their jobs while others continue to be forced to work without paychecks for the time being.

An array of other federal agencies are similarly hobbled, including the Justice Department, Commerce Department and departments of Agriculture, Labor, Interior and Treasury.

Visitors to Smithsonian museums, among Washington's most popular tourist attractions, were being turned away during the shutdown, as were visitors to many of the nation's federal parks.

(Reporting by Richard Cowan; Editing by Peter Cooney)",29
0,"* Trump threatens to use emergency powers to build wall

* Democrat Pelosi calls meeting with Trump 'contentious'

* More talks scheduled for weekend (Adds Senator Reed reaction; detail on White House meeting)

WASHINGTON, Jan 4 (Reuters) - President Donald Trump and senior Democrats failed to strike a deal in talks on Friday to end a partial shutdown of the U.S. government as they again fought over Trump's request for over $5 billion to fund his signature wall on the Mexican border.

After Democratic congressional leaders turned Trump down at a meeting in the White House Situation Room, the Republican president threatened to take the controversial step of using emergency powers to build the wall without approval from Congress.

Trump is withholding his support for a bill that would fully fund the government until he secures the money for the wall. As a result around 800,000 public workers have been unpaid, with about a quarter of the federal government closed for two weeks.

Senate Democratic Leader Chuck Schumer said Democrats had told Trump during the meeting to end the shutdown. ""He resisted,"" Schumer said. ""In fact, he said he'd keep the government closed for a very long period of time, months or even years.""

Trump confirmed that comment but painted a more positive picture of the meeting, the first since a new era of divided government began when Democrats took control of the House of Representatives on Thursday.

""We had a very, very productive meeting, and we've come a long way,"" Trump said.

According to a source familiar with the White House discussion, Trump opened the meeting with a speech that lasted at least 15 minutes in which he insisted on the need for $5.6 billion for a border wall.

The source also said Trump brought up recent impeachment threats during those remarks, arguing that he had notched a strong performance as president and should not be a target for impeachment.

NATIONAL EMERGENCY?

Raising the stakes in his tussle with the newly emboldened Democrats, Trump threatened extraordinary measures to build the wall, which he says is needed to stem the flow of illegal immigrants and drugs into the United States.

Asked by a reporter whether he had considered declaring a national emergency to build the wall, Trump said: ""Yes, I have ... I may do it ... we can call a national emergency and build it very quickly.""

He said he could declare a national emergency ""because of the security of our country, absolutely.""

Senator Jack Reed, the senior Democrat on the Senate Armed Services Committee, criticized the comments, saying in a statement, ""Declaring a trumped up national emergency in order to skirt congressional approval is wrong.""

The U.S. Constitution assigns Congress the power over funding the federal government so Trump likely would face legal challenges if he tried to bypass Congress on financing the wall. Building a wall - and having Mexico pay for it - was one of Trump's main promises when he ran for president in 2016.

Trump's wall project is estimated to cost about $23 billion.

Democrats have called the wall immoral, ineffective and medieval.

Nancy Pelosi, the newly elected Democratic speaker of the House, said Friday's meeting with Trump was ""sometimes contentious"" but that they agreed to continue talking.

""But we recognize on the Democratic side that we really cannot resolve this until we open up government and we made that very clear to the president,"" she said.

Credit rating agency Moody's says the shutdown will cause minimal U.S. economic and credit market disruption but there could be a more severe impact on financial markets and the broad economy if the closure is protracted.

A Reuters/Ipsos opinion poll last week showed that 50 percent of the public blame Trump for the shutdown and 7 percent blame Republican lawmakers, while 32 percent blame Democrats.

In a Dec. 11 meeting with Pelosi and Schumer, Trump said he would be ""proud"" to shut the government over the security issue and would not blame Democrats. He has since said they are responsible.

Administration officials and congressional staffers are set to meet on Saturday to try to end the impasse, the White House said.

House Republican leader Kevin McCarthy told reporters that Trump had named Vice President Mike Pence, senior aide Jared Kushner and Secretary of Homeland Security Kirstjen Nielsen to work over the weekend.

The partial shutdown is straining the country's immigration system, worsening backlogs in courts and complicating hiring for employers.

Federal agencies such as the Justice Department, Commerce Department and departments of Agriculture, Labor, Interior and Treasury have been hit by the shutdown.

House Ways and Means Committee chairman Richard Neal, a Democrat, asked the Internal Revenue Service in a letter on Friday to explain the possible effects of the shutdown on the upcoming tax filing season for millions of Americans.

(Reporting by Richard Cowan and Jeff Mason Additional reporting by Susan Heavey, Susan Cornwell, Tim Ahmann and Lisa Lambert Writing by Alistair Bell Editing by Bill Trott and Rosalba O'Brien)",30
0,"* Trump threatens to use emergency powers to build wall

* Democrat Pelosi calls meeting with Trump 'contentious'

* More talks scheduled for weekend (Adds letter to IRS, details of weekend talks)

WASHINGTON, Jan 4 (Reuters) - President Donald Trump and senior Democrats failed to strike a deal in talks on Friday to end a partial shutdown of the U.S. government as they again fought over Trump's request for $5 billion to fund his signature wall on the Mexican border.

After Democratic congressional leaders turned Trump down at a meeting in the White House Situation Room, the Republican president threatened to take the controversial step of using emergency powers to build the wall without approval from Congress.

Trump is withholding his support for a bill that would fully fund the government until he secures the money for the wall. As a result around 800,000 public workers have been unpaid, with about a quarter of the federal government closed for two weeks.

Senate Democratic Leader Chuck Schumer said Democrats had told Trump during the meeting to end the shutdown. ""He resisted,"" Schumer said. ""In fact, he said he'd keep the government closed for a very long period of time, months or even years.""

Trump confirmed that comment but painted a more positive picture of the meeting, the first since a new era of divided government began when Democrats took control of the House of Representatives on Thursday.

""We had a very, very productive meeting, and we've come a long way,"" Trump said.

But raising the stakes in his tussle with the newly emboldened Democrats, Trump threatened extraordinary measures to build the wall, which he says is needed to stem the flow of illegal immigrants and drugs into the United States.

NATIONAL EMERGENCY?

Asked by a reporter whether he had considered declaring a national emergency to build the wall, Trump said: ""Yes, I have ... I may do it ... we can call a national emergency and build it very quickly.""

He said he could declare a national emergency ""because of the security of our country, absolutely.""

The U.S. Constitution assigns Congress the power over funding the federal government so Trump likely would face legal challenges if he tried to bypass Congress on financing the wall. Building a wall - and having Mexico pay for it - was one of Trump's main promises when he ran for president in 2016.

Trump's wall project is estimated to cost about $23 billion.

Democrats have called the wall immoral, ineffective and medieval.

Nancy Pelosi, the newly elected Democratic speaker of the House, said Friday's meeting with Trump was ""sometimes contentious"" but that they agreed to continue talking.

""But we recognize on the Democratic side that we really cannot resolve this until we open up government and we made that very clear to the president,"" she said.

Credit rating agency Moody's says the shutdown will cause minimal U.S. economic and credit market disruption but there could be a more severe impact on financial markets and the broad economy if the closure is protracted.

A Reuters/Ipsos opinion poll last week showed that 50 percent of the public blame Trump for the shutdown and 7 percent blame Republican lawmakers, while 32 percent blame Democrats.

In a Dec. 11 meeting with Pelosi and Schumer, Trump said he would be ""proud"" to shut the government over the security issue and would not blame Democrats. He has since said they are responsible.

Administration officials and congressional staffers are set to continue meeting over the weekend to try to end the impasse.

House Republican leader Kevin McCarthy told reporters that the leaders and Trump had decided to designate staff to work over the weekend. He said Trump had named Vice President Mike Pence, senior aide Jared Kushner and Secretary of Homeland Security, Kirstjen Nielsen.

The partial shutdown is straining the country's immigration system, worsening backlogs in courts and complicating hiring for employers.

Federal agencies such as the Justice Department, Commerce Department and departments of Agriculture, Labor, Interior and Treasury have been hit by the shutdown.

House Ways and Means Committee chair Richard Neal, a Democrat, asked the Internal Revenue Service in a letter on Friday to explain the possible effects of the shutdown on the upcoming tax filing season for millions of Americans.

(Reporting by Richard Cowan and Jeff Mason Additional reporting by Susan Heavey, Susan Cornwell, Tim Ahmann and Lisa Lambert Writing by Alistair Bell Editing by Bill Trott and Rosalba O'Brien)",31
0,"* White House says Trump 'isn't going to back off'

* Pelosi: wall and shutdown aren't related (Adds shutdown details)

WASHINGTON, Jan 4 (Reuters) - President Donald Trump and congressional leaders were entrenched ahead of a meeting on Friday to try to end a partial U.S. government shutdown over his demand for $5 billion to build a wall on the border with Mexico.

About 800,000 federal workers have been unpaid due to the 2-week-old closure of about a quarter of the federal government as Trump withholds his support for new funding until he secures the money for the wall that he promised to construct during his election campaign.

The wall, Trump has argued, is needed to stem the flow of illegal immigrants and drugs over the border. When he ran for president in 2016, Trump vowed Mexico would pay for the wall, which it has refused to do.

It remained unclear how much progress might be made during Friday's meeting, which was scheduled for 11:30 a.m. EST (1630 GMT) in the White House Situation Room.

It will be the first showdown between Trump and Democrats since they took over the U.S. House of Representatives on Thursday after victories in last November's elections.

""The president isn't going to back off,"" White House spokeswoman Sarah Sanders told reporters on Friday morning.

House Speaker Nancy Pelosi sought to separate the issue of the wall and government funding, and called on Trump and his fellow Republicans in the Senate to reopen agencies as border talks continue.

""The wall and the government shutdown really have nothing to do with each other,"" Pelosi, who has rejected any funding for what she has called an ""immoral"" border wall, said at an event hosted by MSNBC.

Steny Hoyer, the No. 2 House Democrat, said Democratic congressional leaders hoped to resolve the shutdown at the meeting. ""I hope we will open up government,"" he told MSNBC in a separate interview.

About 800,000 federal employees have either been furloughed or are working without pay because of the shutdown.

It is showing signs of straining the country's immigration system and has been blamed for worsening backlogs in courts and complicating hiring for employers.

Trump continued to promote the wall in tweets to keep the pressure on Democrats on Thursday even as they gained significant power with their takeover of the House at the start of a new Congress.

PRESSURE ON MCCONNELL

Late on Thursday, the House passed two Democratic bills to immediately reopen government agencies for varying lengths of time, despite a White House veto threat.

Earlier in the day, Senate Majority Leader Mitch McConnell, a Republican, rejected the House effort saying the president would not sign into law, although the Senate last month approved identical legislation.

But McConnell faces increasing pressure from within his caucus, especially from vulnerable Republicans up for re-election in 2020.

""We should pass a continuing resolution to get the government back open. The Senate has done it last Congress, we should do it again today,"" U.S. Senator Cory Gardner told The Hill on Thursday.

His colleague Susan Collins also called for the Senate to pass the funding bills, while several other Republicans urged an end to the shutdown, the Hill and New York Times reported.

Pelosi on Friday urged McConnell to bring the measures up for a vote. ""The president can sign or not but he should never say, 'I'm not even going to put it on the president's desk,""' she told MSNBC, noting Congress can pass bills without Trump's support.

Legislation can become law with a veto-proof majority of lawmakers' support or if the president does not sign it or veto it within 10 days.

Vice President Mike Pence, in a television interview Thursday night, suggested that in exchange for the wall, the White House could work with Democrats on so-called Dreamer immigrants who were brought to the United States illegally as children - an idea Trump had rejected on Wednesday.

""It's being talked about,"" Pence told Fox News.

Democrats back other border security measures aside from the wall, and their two-bill package passed Thursday includes $1.3 billion for border fencing and $300 million for other border security items such as technology and cameras.

In a Dec. 11 meeting with Pelosi and Democratic Senate Leader Chuck Schumer, Trump said he would be ""proud"" to shut the government over the security issue and would not blame Democrats. He has since said they are responsible.

(Reporting by Richard Cowan Additional reporting by Susan Heavey Writing by Alistair Bell Editing by Bill Trott)",32
0,"* Two sides hold 'contentious' meeting -Pelosi

* (Recasts with White House meeting over)

WASHINGTON, Jan 4 (Reuters) - The two top congressional Democrats emerged from a White House meeting on Friday offering no sign of progress toward a deal with President Donald Trump to fully re-open the government, with one claiming Trump threatened to keep it shut for ""months or even years"" as he held out for funding for a border wall.

With the partial shutdown now two weeks old, the two sides held a sometimes contentious meeting in the White House about the shutdown, said House of Representatives Speaker Nancy Pelosi, a Democrat.

About 800,000 federal workers have been unpaid due to the closure of about a quarter of the federal government as Trump withholds his support for a bill which would fund the government until he secures the money for the wall that he promised during his election campaign.

""We just completed a lengthy and sometimes contentious conversation with the president,"" Pelosi told reporters. ""We agreed that we would continue our conversations. But we recognize on the Democratic side that we really cannot resolve this until we open up government and we made that very clear to the president.""

It was the first meeting between Trump and Democratic leaders since the party took over the House this week after gains in last November's midterm elections.

""We told the president we needed the government open,"" said Democratic Senate Leader Chuck Schumer. ""He resisted. In fact, he said he'd keep the government closed for a very long period of time, months or even years.""

Trump, who wants $5 billion in funding for the wall, has said it is needed to stem the flow of illegal immigrants and drugs over the border. When he ran for president in 2016, Trump vowed Mexico would pay for the wall, which it has refused to do.

Hundreds of thousands of federal employees have either been furloughed or are working without pay because of the shutdown.

It is showing signs of straining the country's immigration system and has been blamed for worsening backlogs in courts and complicating hiring for employers.

(Reporting by Richard Cowan Additional reporting by Susan Heavey, Susan Cornwell and Lisa Lambert Writing by Alistair Bell Editing by Bill Trott)",33
0,"WASHINGTON: As a partial U.S. government shutdown hit the two-week mark, President Donald Trump and congressional leaders were scheduled on Friday to discuss ways to break an impasse pitting his demand for building a border wall against Democrats' call for alternative security measures.

About 800,000 federal workers have been affected by the Dec. 22 closure of about one-quarter of the federal government as Trump withheld his support for new funding until he secures US$5 billion to start building the wall along the U.S.-Mexico border that he promised during his campaign.

Such a wall, he has argued, is needed to stem the flow of illegal immigrants and drugs over the southwestern border. When he ran for president in 2016, he vowed Mexico would pay for the wall, which it has refused to do.

On Thursday, Trump tried to keep the pressure on Democrats, even as they gained significant new power with their takeover of the House of Representatives at the start of a new Congress.

""Build the Wall,"" the Republican president demanded on Twitter. In remarks to reporters that same day, Trump said: ""You can call it a barrier. You can call it whatever you want. But essentially, we need protection in our country.""

As Trump dug in, so did opposition Democrats, leaving many to wonder just how much progress might be made during Friday's White House meeting scheduled for 11:30 a.m. (1630 GMT).

""We're not doing a wall,"" Democrat Nancy Pelosi said late on Thursday, several hours after she was sworn in as the new speaker of the House of Representatives.

""It has nothing to do with politics. It has to do with a wall is an immorality between countries. It's an old way of thinking. It isn't cost effective,"" Pelosi added.

Late on Thursday, the House passed two Democratic bills to immediately reopen government agencies for varying lengths of time, despite a White House veto threat. Earlier in the day, Senate Majority Leader Mitch McConnell, a Republican, labelled the House effort ""political theatre, not productive lawmaking,"" even though the Senate last month approved identical legislation.

AGENCIES HOBBLED

Democratic Representative Lucille Roybal-Allard, speaking to reporters late on Thursday, argued that funding a border wall, which ultimately could cost more than US$24 billion (18.9 billion pounds), would hamper other, more important national security protections.

She noted that more federal law enforcement agents were needed to intercept illegal opioids and other ""contraband"" moving through U.S. ports of entry. She added more money was needed for the Coast Guard to beef up the U.S. presence in the Arctic at a time when Russia and China increasingly were on the prowl for that region's natural resources.

Without a deal to end the partial government shutdown, the Department of Homeland Security will not be able to bring some furloughed workers back to their jobs while others continue to be forced to work without paychecks for the time being.

An array of other federal agencies are similarly hobbled, including the Justice Department, Commerce Department and departments of Agriculture, Labor, Interior and Treasury.

Visitors to Smithsonian museums, among Washington's most popular tourist attractions, were being turned away during the shutdown, as were visitors to many of the nation's federal parks.

(Reporting by Richard Cowan; Editing by Peter Cooney)",34
0,"WASHINGTON: U.S. President Donald Trump's budget director and chief of staff on Sunday said the partial U.S. government shutdown could continue to Jan. 3, when the new Congress convenes and Democrats take over the House of Representatives.

""It's very possible this shutdown will go beyond (December) the 28th and into the new Congress,"" Mick Mulvaney said on Fox News Sunday.

""I don't think things are going to move very quickly here for the next few days"" because of the Christmas holiday, added Mulvaney, who serves as director of the Office of Management and Budget and was named acting White House chief of staff 10 days ago.

The U.S. Senate adjourned on Saturday, unable to break an impasse over Trump's demand for more funds for a wall on the border with Mexico that Democrats are unwilling to accept.

Mulvaney said the White House made a ""counter-offer"" to Democrats on funding for border security that fell between the Democratic offer of US$1.3 billion and Trump's demand for US$5 billion.

As part of those talks on Saturday, Vice President Mike Pence offered to drop the demand for US$5 billion for a border wall, substituting instead US$2.1 billion, ABC News reported, citing unnamed sources.

A Democratic source familiar with the negotiations said real discussions have been happening between Democratic lawmakers and Republican Senator Richard Shelby, the chairman of the Appropriations Committee, who has been talking to the White House. It was unclear what Democrats had offered.

Mulvaney sought to shift blame for the partial shutdown to Nancy Pelosi, the Democratic nominee for speaker of the U.S. House of Representatives, saying she might hold up negotiations to ensure she secures the position.

""I think she's in that unfortunate position of being beholden to her left wing to where she cannot be seen as agreeing with the president on anything until after she is speaker,"" Mulvaney said. ""If that's the case, again, there's a chance we go into the next Congress.""

Pelosi spokesman Drew Hammill disputed that account, saying in a statement: ""As Mr. Mulvaney well knows, House Democrats are united in their opposition to the President's immoral, expensive and ineffective wall.""

The White House should ""stop the posturing and start serious bipartisan talks,"" Hammill said.

Financing for about a quarter of federal government programs - including the departments of Homeland Security, Justice and Agriculture - expired at midnight on Friday. More than 400,000 ""essential"" employees in those agencies will work without pay until the dispute is resolved. Another 380,000 will be ""furloughed,"" meaning they are put on temporary leave.

Law enforcement efforts, border patrols, mail delivery and airport operations will keep running.

Building a wall to try to prevent migrants from entering the United States illegally was a central plank of Trump's presidential campaign, but Democrats are vehemently opposed and have rejected his funding request.

Trump reiterated his push for border security on Sunday, saying on Twitter that ""the only way"" to stop drugs, gangs, and human trafficking at the border was with a wall or barrier.

""Drones and all of the rest are wonderful and lots of fun, but it is only a good old fashioned Wall that works!,"" the president said in the tweet.

Earlier in the week, leaders in both the Senate and House thought they had reached a deal that Trump would sign that contained less money for border security, only to watch the president, under pressure from conservatives, re-assert his demand for US$5 billion at the last minute.

Senator David Perdue, a Republican from Georgia on the Senate Banking Committee, said on Fox News' ""Sunday Morning Futures"" that he thought a deal this week was possible.

""I spoke to the president last night, he wants that,"" Purdue said, adding: ""I'm hopeful that cooler heads will prevail and we'll get to some number between US$1.6 (billion) and US$5 billion (£3.95 billion) on that.""

(Reporting by Jan Wolfe and Lesley Wroughton; Editing by Mary Milliken, Daniel Wallis and Rosalba O'Brien)",35
